name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,cidade
"Aracati, CE, Brasil",2025-02-09,33.9,25.0,28.6,36.3,25.0,30.8,21.9,68.2,2.3,100,54.17,rain,0,0,38.2,18.9,89.3,1007.7,76.9,21.9,237.1,20.6,9,30,2025-02-09T05:37:09,2025-02-09T17:53:30,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-02-10,34.7,23.9,28.6,34.7,23.9,29.8,20.3,63.8,0.1,100,4.17,rain,0,0,34.9,19.2,93.3,1007.7,74.6,24.0,273.0,23.6,10,10,2025-02-10T05:37:17,2025-02-10T17:53:23,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-02-11,34.4,24.0,28.3,36.8,24.0,29.9,21.2,67.3,0.7,100,20.83,rain,0,0,32.8,19.1,83.2,1007.5,63.6,24.0,302.8,26.0,10,10,2025-02-11T05:37:24,2025-02-11T17:53:16,0.47,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-02-12,34.7,24.6,28.9,38.5,24.6,30.7,21.0,63.9,1.8,100,50.0,rain,0,0,39.2,23.2,82.1,1007.8,67.8,23.5,251.5,21.6,9,30,2025-02-12T05:37:30,2025-02-12T17:53:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-13,34.5,25.1,28.9,36.4,25.1,30.7,21.3,65.4,2.8,100,45.83,rain,0,0,38.2,17.4,82.7,1008.4,70.3,24.0,257.5,22.2,9,30,2025-02-13T05:37:35,2025-02-13T17:53:00,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-14,33.8,23.6,28.2,36.4,23.6,29.6,20.4,64.2,0.1,100,4.17,rain,0,0,37.4,19.5,77.2,1008.1,69.3,24.1,311.1,26.6,10,30,2025-02-14T05:37:40,2025-02-14T17:52:50,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-15,34.8,24.2,28.8,36.8,24.2,30.4,20.7,63.5,0.2,100,8.33,rain,0,0,40.7,19.6,82.8,1007.1,90.4,24.1,285.9,24.8,10,30,2025-02-15T05:37:44,2025-02-15T17:52:40,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-16,34.3,24.1,28.5,36.7,24.1,30.5,21.4,67.0,0.7,100,16.67,rain,0,0,38.5,20.2,89.6,1007.9,85.3,23.9,272.7,23.5,9,30,2025-02-16T05:37:48,2025-02-16T17:52:29,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-02-17,34.4,24.6,28.5,35.8,24.6,29.8,21.6,68.4,4.9,100,66.67,rain,0,0,34.2,14.3,84.0,1008.6,33.9,18.0,266.0,23.0,10,10,2025-02-17T05:37:51,2025-02-17T17:52:17,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-18,35.0,24.2,28.7,36.4,24.2,30.5,21.8,68.9,4.8,100,50.0,rain,0,0,29.5,14.9,53.9,1007.7,39.2,24.0,250.3,21.7,9,30,2025-02-18T05:37:53,2025-02-18T17:52:05,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-19,30.1,25.7,27.6,33.3,25.7,29.9,22.4,73.5,8.0,100,58.33,rain,0,0,38.9,15.0,67.5,1008.9,98.2,20.6,199.6,17.2,8,30,2025-02-19T05:37:54,2025-02-19T17:51:52,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-20,30.8,23.5,26.6,34.3,23.5,28.1,22.4,78.5,6.7,100,95.83,rain,0,0,38.2,21.6,85.2,1009.9,88.0,19.8,214.9,18.6,8,30,2025-02-20T05:37:55,2025-02-20T17:51:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-02-21,33.6,23.6,27.9,34.7,23.6,29.1,21.1,68.5,3.1,100,25.0,rain,0,0,35.6,19.5,78.9,1009.5,59.9,24.0,266.8,23.0,9,30,2025-02-21T05:37:56,2025-02-21T17:51:23,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-22,32.7,23.7,28.0,36.5,23.7,29.9,21.7,69.8,0.1,100,4.17,rain,0,0,32.4,16.5,55.7,1008.8,44.4,24.1,282.4,24.3,9,30,2025-02-22T05:37:55,2025-02-22T17:51:08,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-23,31.4,25.4,27.7,34.6,25.4,29.5,22.3,73.2,3.9,100,70.83,rain,0,0,31.3,18.7,62.6,1009.2,59.8,22.9,212.7,18.5,8,30,2025-02-23T05:37:54,2025-02-23T17:50:52,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-24,33.9,24.6,28.2,35.4,24.6,29.9,21.7,69.5,2.7,100,45.83,rain,0,0,29.5,16.8,72.0,1008.9,65.3,18.7,242.3,20.9,9,10,2025-02-24T05:37:53,2025-02-24T17:50:36,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-25,32.5,25.2,28.4,35.8,25.2,30.0,21.2,66.5,2.5,100,45.83,rain,0,0,29.2,19.6,68.1,1010.1,81.3,23.9,253.1,21.7,8,10,2025-02-25T05:37:51,2025-02-25T17:50:19,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-26,33.9,24.0,28.3,36.2,24.0,30.0,21.3,67.7,1.1,100,25.0,rain,0,0,32.4,15.4,67.9,1009.4,31.5,24.1,276.6,24.0,9,30,2025-02-26T05:37:48,2025-02-26T17:50:01,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-27,34.0,24.4,28.0,36.1,24.4,29.2,22.1,72.0,23.7,100,95.83,rain,0,0,27.7,18.3,89.4,1008.3,83.8,19.1,215.2,18.5,7,30,2025-02-27T05:37:45,2025-02-27T17:49:43,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-02-28,27.9,24.7,26.0,31.5,24.7,27.0,23.3,85.2,36.0,100,87.5,rain,0,0,31.0,15.1,101.4,1009.5,100.0,18.3,132.9,11.5,5,10,2025-02-28T05:37:41,2025-02-28T17:49:24,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-03-01,30.4,23.7,26.1,34.9,23.7,27.1,22.8,82.5,20.9,100,91.67,rain,0,0,33.1,18.1,87.7,1008.7,99.0,19.8,191.0,16.5,7,10,2025-03-01T05:37:37,2025-03-01T17:49:04,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-03-02,32.6,23.1,27.2,37.1,23.1,29.4,22.6,77.6,3.9,100,62.5,rain,0,0,30.6,18.7,80.3,1009.1,52.4,17.4,280.4,24.2,10,30,2025-03-02T05:37:32,2025-03-02T17:48:45,0.09,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-03-03,33.7,24.6,27.9,37.6,24.6,30.2,22.6,73.7,2.7,100,41.67,rain,0,0,30.6,19.1,90.4,1008.3,89.6,22.4,279.9,24.1,10,30,2025-03-03T05:37:27,2025-03-03T17:48:24,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-03-04,32.9,24.7,27.9,37.0,24.7,29.8,22.2,72.3,3.3,100,79.17,rain,0,0,33.8,17.2,86.4,1007.6,91.4,18.2,208.0,17.8,7,30,2025-03-04T05:37:22,2025-03-04T17:48:03,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-05,33.6,23.6,27.7,35.6,23.6,28.9,21.0,68.5,1.5,100,20.83,rain,0,0,34.6,14.3,106.6,1007.1,70.9,23.7,218.4,18.8,7,30,2025-03-05T05:37:16,2025-03-05T17:47:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-06,33.7,24.2,28.5,37.0,24.2,30.4,21.6,67.9,0.1,100,4.17,rain,0,0,37.8,23.4,95.4,1008.4,97.2,23.9,229.2,19.8,8,30,2025-03-06T05:37:09,2025-03-06T17:47:21,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-03-07,33.6,25.2,28.6,36.7,25.2,31.0,22.1,69.0,0.6,100,25.0,rain,0,0,38.9,16.7,77.3,1009.3,81.2,18.2,265.0,23.1,10,10,2025-03-07T05:37:03,2025-03-07T17:46:58,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-08,34.4,24.2,27.5,36.5,24.2,28.5,21.8,73.0,3.2,100,41.67,rain,0,0,36.7,16.3,129.3,1009.0,81.0,19.7,260.8,22.4,9,30,2025-03-08T05:36:55,2025-03-08T17:46:36,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-09,31.6,23.7,25.6,34.8,23.7,26.2,22.7,85.0,8.5,100,45.83,rain,0,0,34.2,12.7,151.6,1009.3,88.3,17.0,260.9,22.5,9,30,2025-03-09T05:36:48,2025-03-09T17:46:13,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-10,30.2,24.1,25.5,34.1,24.1,26.2,23.3,88.5,21.2,100,100.0,rain,0,0,28.1,9.9,204.4,1009.6,80.1,18.4,96.7,8.4,4,30,2025-03-10T05:36:40,2025-03-10T17:45:50,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-11,30.8,23.6,26.6,33.8,23.6,27.9,22.7,79.8,3.7,100,54.17,rain,0,0,32.4,11.8,65.3,1010.4,93.7,22.0,210.6,18.2,8,30,2025-03-11T05:36:32,2025-03-11T17:45:27,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-12,33.0,24.1,27.6,37.8,24.1,29.4,22.7,75.9,4.9,100,75.0,rain,0,0,36.4,16.9,82.7,1010.1,72.2,23.4,224.0,19.4,8,30,2025-03-12T05:36:23,2025-03-12T17:45:03,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-03-13,33.1,24.1,28.0,36.5,24.1,29.6,22.0,71.6,1.0,100,25.0,rain,0,0,32.8,15.2,85.0,1008.9,44.6,24.0,233.9,20.2,8,30,2025-03-13T05:36:15,2025-03-13T17:44:39,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-14,31.2,25.1,27.0,35.1,25.1,28.4,23.1,80.0,15.3,100,91.67,rain,0,0,24.8,14.0,22.5,1008.8,79.1,23.2,132.3,11.4,4,10,2025-03-14T05:36:06,2025-03-14T17:44:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-15,30.8,24.0,26.3,33.9,24.0,27.2,23.2,83.9,15.7,100,91.67,rain,0,0,32.4,14.7,87.5,1008.8,81.3,20.4,211.1,18.2,8,30,2025-03-15T05:35:56,2025-03-15T17:43:50,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-16,29.0,23.7,25.4,32.7,23.7,26.0,23.5,89.5,87.2,100,100.0,rain,0,0,29.5,15.7,81.2,1010.3,99.8,14.0,69.1,6.0,3,30,2025-03-16T05:35:47,2025-03-16T17:43:25,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-17,31.2,23.7,26.5,36.6,23.7,28.1,23.1,82.5,16.7,100,95.83,rain,0,0,27.4,18.0,90.9,1010.6,97.2,18.9,174.0,15.0,6,10,2025-03-17T05:35:37,2025-03-17T17:43:00,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-18,31.6,23.5,26.5,35.6,23.5,27.6,22.6,80.3,3.4,100,54.17,rain,0,0,26.3,16.3,97.7,1010.1,73.4,19.3,202.9,17.4,7,30,2025-03-18T05:35:27,2025-03-18T17:42:35,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-19,31.2,24.2,27.3,35.0,24.2,29.0,23.0,78.3,5.1,100,58.33,rain,0,0,32.8,14.9,79.5,1009.4,28.7,18.9,226.7,19.6,8,30,2025-03-19T05:35:17,2025-03-19T17:42:10,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-20,32.1,24.1,27.9,35.4,24.1,29.7,22.5,73.9,0.5,100,16.67,rain,0,0,31.0,18.8,71.7,1010.2,18.6,23.2,282.6,24.3,9,30,2025-03-20T05:35:07,2025-03-20T17:41:45,0.71,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-21,32.0,24.6,27.9,36.1,24.6,29.9,22.8,75.0,1.1,100,37.5,rain,0,0,36.7,16.2,76.0,1010.4,37.0,24.1,284.8,24.7,10,30,2025-03-21T05:34:57,2025-03-21T17:41:19,0.74,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-22,32.1,24.1,27.6,34.4,24.1,28.8,21.9,72.6,0.3,100,12.5,rain,0,0,32.0,18.2,64.7,1010.7,49.0,24.1,291.8,25.2,10,10,2025-03-22T05:34:47,2025-03-22T17:40:54,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-23,33.3,24.1,27.9,34.8,24.1,29.2,21.4,69.7,0.7,100,25.0,rain,0,0,31.0,16.9,82.5,1009.7,19.2,24.1,283.7,24.4,10,10,2025-03-23T05:34:36,2025-03-23T17:40:28,0.81,Rain,Clear conditions throughout the day with rain clearing later.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-24,32.5,24.9,28.0,34.9,24.9,29.1,21.4,68.8,1.4,100,41.67,rain,0,0,29.2,17.5,84.9,1009.4,24.0,22.5,261.7,22.6,9,10,2025-03-24T05:34:26,2025-03-24T17:40:03,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-25,32.4,22.6,27.5,34.0,22.6,28.6,20.9,69.1,0.2,100,8.33,rain,0,0,31.0,16.0,68.7,1010.1,17.2,24.1,286.0,24.6,10,30,2025-03-25T05:34:15,2025-03-25T17:39:37,0.87,Rain,Clear conditions throughout the day with morning rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-26,33.0,24.1,28.4,35.4,24.1,30.3,21.8,69.4,1.2,100,41.67,rain,0,0,31.7,13.4,78.1,1008.8,23.9,24.0,279.0,24.2,10,30,2025-03-26T05:34:04,2025-03-26T17:39:12,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-27,33.9,24.6,28.5,37.0,24.6,30.7,22.6,71.9,4.6,100,58.33,rain,0,0,32.8,17.0,75.6,1008.1,57.5,18.1,239.1,20.7,8,60,2025-03-27T05:33:54,2025-03-27T17:38:46,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-28,32.6,25.0,27.7,36.2,25.0,29.6,22.9,76.0,2.6,100,79.17,rain,0,0,29.2,15.5,84.0,1007.5,45.1,16.9,239.6,20.8,8,30,2025-03-28T05:33:43,2025-03-28T17:38:21,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-29,32.2,24.5,27.9,34.2,24.5,29.1,21.8,71.1,3.8,100,25.0,rain,0,0,33.5,15.0,82.9,1008.0,48.0,23.1,292.7,25.4,10,10,2025-03-29T05:33:32,2025-03-29T17:37:55,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-30,33.5,24.0,28.1,38.2,24.0,30.3,22.3,72.0,0.6,100,25.0,rain,0,0,29.9,17.6,87.5,1007.6,80.5,23.7,232.9,20.1,8,30,2025-03-30T05:33:22,2025-03-30T17:37:30,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-03-31,33.6,24.8,28.7,35.1,24.8,30.3,21.3,66.3,0.6,100,20.83,rain,0,0,37.8,17.3,93.2,1008.3,90.5,23.5,260.9,22.5,10,30,2025-03-31T05:33:11,2025-03-31T17:37:05,0.07,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-01,34.3,24.5,28.9,36.4,24.5,30.7,21.1,64.6,0.7,100,20.83,rain,0,0,35.6,14.0,99.1,1008.0,90.5,23.2,233.6,20.1,8,30,2025-04-01T05:33:01,2025-04-01T17:36:40,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-02,30.9,24.5,27.4,34.6,24.5,29.1,21.8,71.8,2.7,100,50.0,rain,0,0,34.9,17.0,65.1,1008.4,96.7,22.3,174.1,15.1,6,10,2025-04-02T05:32:51,2025-04-02T17:36:15,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-03,33.4,24.6,28.2,36.6,24.6,30.4,22.4,72.4,10.4,100,83.33,rain,0,0,30.2,14.1,81.2,1008.1,77.7,22.9,227.4,19.5,8,30,2025-04-03T05:32:40,2025-04-03T17:35:50,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-04,34.3,25.2,28.5,37.2,25.2,30.0,21.6,67.6,2.9,100,54.17,rain,0,0,38.2,19.7,91.9,1009.5,75.2,23.2,268.0,23.2,10,30,2025-04-04T05:32:30,2025-04-04T17:35:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-05,33.4,25.1,28.4,35.8,25.1,30.4,22.0,69.4,13.7,100,83.33,rain,0,0,33.1,18.0,88.1,1010.1,81.6,20.0,158.6,13.7,6,30,2025-04-05T05:32:20,2025-04-05T17:35:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-06,34.5,23.7,27.9,38.1,23.7,29.4,21.9,72.1,1.9,100,37.5,rain,0,0,32.0,14.3,112.3,1008.8,88.4,21.7,238.7,20.5,8,30,2025-04-06T05:32:11,2025-04-06T17:34:37,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-07,32.9,24.6,28.1,35.2,24.6,29.9,22.1,71.9,0.1,100,4.17,rain,0,0,35.6,14.8,88.0,1008.5,77.7,22.4,282.7,24.4,9,30,2025-04-07T05:32:01,2025-04-07T17:34:13,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-08,34.4,24.5,28.7,36.1,24.5,30.5,21.7,68.0,0.1,100,4.17,rain,0,0,32.8,12.6,91.6,1009.1,17.1,23.0,284.5,24.5,10,30,2025-04-08T05:31:52,2025-04-08T17:33:49,0.35,Rain,Clear conditions throughout the day with early morning rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-09,34.8,24.2,28.1,37.9,24.2,30.6,22.5,72.4,0.8,100,29.17,rain,0,0,39.6,23.0,88.5,1010.4,26.9,22.7,269.2,23.2,10,30,2025-04-09T05:31:42,2025-04-09T17:33:26,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"81798099999,remote,81834099999",aracati
"Aracati, CE, Brasil",2025-04-10,31.4,25.2,27.5,36.2,25.2,29.4,23.1,77.7,6.8,100,75.0,rain,0,0,31.0,13.9,68.3,1009.0,62.9,19.1,224.1,19.3,7,30,2025-04-10T05:31:33,2025-04-10T17:33:03,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-11,31.2,25.1,27.8,36.6,25.1,30.1,23.6,78.6,5.4,100,54.17,rain,0,0,30.2,16.3,37.6,1007.8,56.8,22.9,210.0,18.2,8,30,2025-04-11T05:31:25,2025-04-11T17:32:40,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-12,32.2,25.2,27.7,37.5,25.2,30.0,23.7,80.0,3.3,100,54.17,rain,0,0,24.1,12.9,14.3,1008.6,77.2,24.1,230.8,19.9,9,30,2025-04-12T05:31:16,2025-04-12T17:32:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-13,33.0,24.7,28.3,37.3,24.7,31.0,23.1,74.5,1.6,100,50.0,rain,0,0,29.9,15.8,64.3,1009.0,51.0,20.4,262.3,22.7,10,30,2025-04-13T05:31:08,2025-04-13T17:31:56,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-14,33.1,24.7,28.4,36.8,24.7,30.3,22.4,71.3,0.5,100,20.83,rain,0,0,29.9,15.3,58.0,1009.6,14.8,24.1,262.2,22.6,9,10,2025-04-14T05:31:00,2025-04-14T17:31:34,0.55,Rain,Clear conditions throughout the day with rain clearing later.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-15,33.4,25.0,28.3,36.5,25.0,29.8,22.0,70.2,2.0,100,45.83,rain,0,0,32.4,19.5,56.0,1009.4,24.1,23.5,260.2,22.5,9,10,2025-04-15T05:30:53,2025-04-15T17:31:13,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-16,34.0,24.5,28.3,35.4,24.5,29.5,21.4,68.5,0.2,100,8.33,rain,0,0,33.5,18.4,67.3,1008.9,20.1,24.1,272.7,23.7,9,10,2025-04-16T05:30:45,2025-04-16T17:30:52,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-17,35.1,23.9,28.7,36.9,23.9,30.2,20.7,64.9,0.0,0,0.0,rain,0,0,34.6,15.7,99.5,1009.3,35.4,24.1,288.1,24.8,10,30,2025-04-17T05:30:38,2025-04-17T17:30:32,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-18,34.9,24.7,28.7,36.0,24.7,30.3,20.9,64.7,0.0,0,0.0,rain,0,0,35.6,20.2,69.0,1008.6,34.2,23.0,275.4,23.7,9,30,2025-04-18T05:30:32,2025-04-18T17:30:12,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-19,34.9,23.5,28.8,37.9,23.5,30.7,21.1,65.3,0.2,100,8.33,rain,0,0,34.6,16.4,79.4,1008.2,72.5,23.4,232.8,19.9,8,30,2025-04-19T05:30:26,2025-04-19T17:29:52,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-20,33.5,24.7,27.4,36.1,24.7,28.7,22.8,77.5,2.6,100,83.33,rain,0,0,37.1,18.2,77.3,1007.1,66.9,20.7,237.1,20.3,8,30,2025-04-20T05:30:20,2025-04-20T17:29:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-21,30.6,24.2,27.1,35.4,24.2,29.1,23.8,83.0,4.9,100,70.83,rain,0,0,27.7,12.9,47.2,1006.4,69.0,22.0,239.1,20.5,8,30,2025-04-21T05:30:14,2025-04-21T17:29:15,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
"Aracati, CE, Brasil",2025-04-22,32.0,24.6,27.7,36.9,24.6,29.8,23.4,78.5,5.0,100,83.33,rain,0,0,31.3,15.1,57.1,1007.3,66.7,20.7,212.4,18.2,8,30,2025-04-22T05:30:09,2025-04-22T17:28:57,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"81798099999,81834099999",aracati
